SMILES,homo_ev,lumo_ev,bandgap_ev,source_db,canonical_SMILES,ewg_count,ewg_weighted,mol_weight,n_arom_rings,conj_length,logp,measurement_type,halogen_count,nonarom_cc,scaffold,split
[SiH2]1C=c2ccc3oc4c(c3c2=C1)c1=C[SiH2]C=c1c1cc(ccc41)-c1scc2C=C[SiH2]c12,-5.21660026306544,-3.47647765625592,1.74012260680952,CEP,C1=Cc2csc(-c3ccc4c(c3)c3c(c5c4oc4ccc6c(c45)=C[SiH2]C=6)=C[SiH2]C=3)c2[SiH2]1,0,0.0,462.7540000000002,5,1,0.5629000000000008,DFT_B3LYP,0,1,C1=Cc2csc(-c3ccc4c(c3)c3c(c5c4oc4ccc6c(c45)=C[SiH2]C=6)=C[SiH2]C=3)c2[SiH2]1,val
C1C=Cc2c1c1ccc3cc([se]c3c1c1ccccc21)-c1nccs1,-5.39921674515865,-3.07371379827576,2.32550294688289,CEP,C1=Cc2c(c3ccc4cc(-c5nccs5)[se]c4c3c3ccccc23)C1,0,0.0,402.3800000000001,5,1,5.896000000000004,DFT_B3LYP,0,1,C1=Cc2c(c3ccc4cc(-c5nccs5)[se]c4c3c3ccccc23)C1,train
c1csc(c1)-c1sc(-c2sc(-c3cccc4c[nH]cc34)c3occc23)c2occc12,-4.70423455138165,-3.09699761831186,1.60723693306979,CEP,c1csc(-c2sc(-c3sc(-c4cccc5c[nH]cc45)c4occc34)c3occc23)c1,0,0.0,443.5740000000002,7,3,8.845799999999997,DFT_B3LYP,0,0,c1csc(-c2sc(-c3sc(-c4cccc5c[nH]cc45)c4occc34)c3occc23)c1,train
[SiH2]1C=CC=C1c1cc2c3cocc3c3c4occc4sc3c2c2nsnc12,-5.2849656628434,-3.73509845363632,1.54986720920708,CEP,C1=C[SiH2]C(c2cc3c4cocc4c4c5occc5sc4c3c3nsnc23)=C1,0,0.0,402.5320000000001,6,1,5.588600000000001,DFT_B3LYP,0,2,C1=C[SiH2]C(c2cc3c4cocc4c4c5occc5sc4c3c3nsnc23)=C1,train
C1C=Cc2csc(c12)-c1cc2ccc3c4[se]ccc4[se]c3c2c2c[nH]cc12,-5.13827455762554,-2.65373101815147,2.48454353947407,CEP,C1=Cc2csc(-c3cc4ccc5c6[se]ccc6[se]c5c4c4c[nH]cc34)c2C1,0,0.0,493.35100000000017,6,1,6.039300000000003,DFT_B3LYP,0,1,C1=Cc2csc(-c3cc4ccc5c6[se]ccc6[se]c5c4c4c[nH]cc34)c2C1,train
c1cc2c(scc2[se]1)-c1cc2c(s1)c1cnc3ccc4cocc4c3c1c1ccccc21,-5.33235354576569,-3.14253082335726,2.18982272240843,CEP,c1ccc2c(c1)c1cc(-c3scc4[se]ccc34)sc1c1cnc3ccc4cocc4c3c21,0,0.0,510.5010000000002,8,1,8.440799999999998,DFT_B3LYP,0,0,c1ccc2c(c1)c1cc(-c3scc4[se]ccc34)sc1c1cnc3ccc4cocc4c3c21,train
c1occ2c1c1cc(ncc1c1cc3cnccc3cc21)-c1cncc2nsnc12,-6.02859974905515,-3.88460295214997,2.14399679690518,CEP,c1cc2cc3c4cocc4c4cc(-c5cncc6nsnc56)ncc4c3cc2cn1,0,0.0,405.4420000000001,7,1,5.749100000000002,DFT_B3LYP,0,0,c1cc2cc3c4cocc4c4cc(-c5cncc6nsnc56)ncc4c3cc2cn1,test
C1C=c2c3c4CC(=Cc4sc3c3c4ccccc4ccc3c2=C1)c1ccccn1,-5.01533749676871,-3.17423016559622,1.84110733117249,CEP,C1=C(c2ccccn2)Cc2c1sc1c2c2c(c3ccc4ccccc4c31)=CCC=2,0,0.0,387.5070000000001,5,1,5.664100000000004,DFT_B3LYP,0,1,C1=C(c2ccccn2)Cc2c1sc1c2c2c(c3ccc4ccccc4c31)=CCC=2,train
c1cc2c(scc2o1)-c1cnc(s1)-c1sc(-c2ncncn2)c2ccsc12,-5.425553319761,-3.74862151978109,1.67693179997991,CEP,c1ncnc(-c2sc(-c3ncc(-c4scc5occc45)s3)c3sccc23)n1,0,0.0,424.5570000000001,6,3,6.413000000000002,DFT_B3LYP,0,0,c1ncnc(-c2sc(-c3ncc(-c4scc5occc45)s3)c3sccc23)n1,val
C1C=Cc2c1csc2-c1cc2ncc3c4[se]ccc4[se]c3c2s1,-5.43640895194651,-2.97508876189285,2.46132019005366,CEP,C1=Cc2c(csc2-c2cc3ncc4c5[se]ccc5[se]c4c3s2)C1,0,0.0,461.3310000000001,5,1,5.014500000000003,DFT_B3LYP,0,1,C1=Cc2c(csc2-c2cc3ncc4c5[se]ccc5[se]c4c3s2)C1,train
c1c[nH]c(c1)-c1cnc2c(c1)c1cscc1c1c3cnccc3c3cocc3c21,-5.3832869723367,-3.12711269693726,2.25617427539944,CEP,c1c[nH]c(-c2cnc3c(c2)c2cscc2c2c4cnccc4c4cocc4c32)c1,0,0.0,391.45500000000015,7,1,6.8922000000000025,DFT_B3LYP,0,0,c1c[nH]c(-c2cnc3c(c2)c2cscc2c2c4cnccc4c4cocc4c32)c1,train
[SiH2]1c(ccc1-c1sc(-c2scc3nccnc23)c2occc12)-c1scc2sccc12,-4.84018164450622,-3.78032493103288,1.05985671347334,CEP,C1=C(c2scc3sccc23)[SiH2]C(c2sc(-c3scc4nccnc34)c3occc23)=C1,0,0.0,476.70500000000015,6,3,7.006600000000002,DFT_B3LYP,0,2,C1=C(c2scc3sccc23)[SiH2]C(c2sc(-c3scc4nccnc34)c3occc23)=C1,train
[SiH2]1c(ccc1-c1ncncn1)-c1ccc(cn1)-c1scc2[nH]ccc12,-5.27370471376961,-3.64170823195575,1.63199648181386,CEP,C1=C(c2ccc(-c3scc4[nH]ccc34)cn2)[SiH2]C(c2ncncn2)=C1,0,0.0,359.49000000000007,4,3,3.0408000000000026,DFT_B3LYP,0,2,C1=C(c2ccc(-c3scc4[nH]ccc34)cn2)[SiH2]C(c2ncncn2)=C1,train
c1cc2csc(-c3sc(-c4ccccc4)c4c3c3ccccc3c3ccccc43)c2s1,-5.37081801131922,-2.75381004579904,2.61700796552018,CEP,c1ccc(-c2sc(-c3scc4ccsc34)c3c4ccccc4c4ccccc4c23)cc1,0,0.0,448.63700000000017,7,2,9.817899999999993,DFT_B3LYP,0,0,c1ccc(-c2sc(-c3scc4ccsc34)c3c4ccccc4c4ccccc4c23)cc1,test
[SiH2]1C=c2c(cc3[se]c4c5[nH]ccc5sc4c3c2=C1)-c1ccc[se]1,-4.99466402363407,-3.46834867872779,1.52631534490628,CEP,C1=c2c(-c3ccc[se]3)cc3[se]c4c5[nH]ccc5sc4c3c2=C[SiH2]1,0,0.0,459.36600000000016,5,1,1.9752,DFT_B3LYP,0,0,C1=c2c(-c3ccc[se]3)cc3[se]c4c5[nH]ccc5sc4c3c2=C[SiH2]1,train
[SiH2]1ccc2csc(c12)-c1ccc(cn1)-c1ccc(cc1)-c1cccc2nsnc12,-5.77791780360108,-3.57541466041858,2.2025031431825,CEP,C1=Cc2csc(-c3ccc(-c4ccc(-c5cccc6nsnc56)cc4)cn3)c2[SiH2]1,0,0.0,425.61400000000015,5,3,4.927200000000005,DFT_B3LYP,0,1,C1=Cc2csc(-c3ccc(-c4ccc(-c5cccc6nsnc56)cc4)cn3)c2[SiH2]1,train
[SiH2]1C=Cc2cc3[nH]c4C=C([SiH2]c4c3cc12)c1cccc2cocc12,-5.09885737856615,-3.189043140379,1.90981423818715,CEP,C1=Cc2cc3[nH]c4c(c3cc2[SiH2]1)[SiH2]C(c1cccc2cocc12)=C4,0,0.0,341.51800000000003,4,1,1.9983,DFT_B3LYP,0,2,C1=Cc2cc3[nH]c4c(c3cc2[SiH2]1)[SiH2]C(c1cccc2cocc12)=C4,train
C1C=c2cccc(C3=Cc4oc-5c([SiH2]c6cc[nH]c-56)c4C3)c2=C1,-4.58506486144809,-3.0769077109281,1.50815715051999,CEP,C1=C(c2cccc3c2=CCC=3)Cc2c1oc1c2[SiH2]c2cc[nH]c2-1,0,0.0,313.432,3,1,0.7691000000000001,DFT_B3LYP,0,1,C1=C(c2cccc3c2=CCC=3)Cc2c1oc1c2[SiH2]c2cc[nH]c2-1,train
[SiH2]1ccc2c1c(sc2-c1cccnc1)-c1ncc(s1)-c1scc2sccc12,-5.41142237059126,-3.33416850508592,2.07725386550534,CEP,C1=Cc2c(-c3cccnc3)sc(-c3ncc(-c4scc5sccc45)s3)c2[SiH2]1,0,0.0,436.6840000000001,5,3,5.655200000000004,DFT_B3LYP,0,1,C1=Cc2c(-c3cccnc3)sc(-c3ncc(-c4scc5sccc45)s3)c2[SiH2]1,test
C1ccc2c1c(sc2-c1ccc(-c2scc3ccoc23)c2cocc12)-c1ccccc1,-5.00462368603562,-3.05947242464002,1.9451512613956,CEP,C1=Cc2c(-c3ccc(-c4scc5ccoc45)c4cocc34)sc(-c3ccccc3)c2C1,0,0.0,436.5570000000001,6,3,8.8723,DFT_B3LYP,0,1,C1=Cc2c(-c3ccc(-c4scc5ccoc45)c4cocc34)sc(-c3ccccc3)c2C1,val
C1C=c2c3cc(sc3c3c(c4[SiH2]C=Cc4c4=C[SiH2]C=c34)c2=C1)-c1scc2ccoc12,-4.84163617607935,-3.76838456730364,1.07325160877571,CEP,C1=Cc2c(c3c4c(c5cc(-c6scc7ccoc67)sc5c3c3c2=C[SiH2]C=3)=CCC=4)[SiH2]1,0,0.0,452.7080000000002,5,1,1.9307000000000007,DFT_B3LYP,0,1,C1=Cc2c(c3c4c(c5cc(-c6scc7ccoc67)sc5c3c3c2=C[SiH2]C=3)=CCC=4)[SiH2]1,val
c1c[se]c(c1)-c1ccc(-c2sc(-c3cncc4nsnc34)c3[nH]ccc23)c2cscc12,-5.04200340806389,-3.89058128726166,1.15142212080223,CEP,c1c[se]c(-c2ccc(-c3sc(-c4cncc5nsnc45)c4[nH]ccc34)c3cscc23)c1,0,0.0,519.5380000000002,7,3,6.901800000000003,DFT_B3LYP,0,0,c1c[se]c(-c2ccc(-c3sc(-c4cncc5nsnc45)c4[nH]ccc34)c3cscc23)c1,test
C1C(=Cc2c1c1oc3ccc4c[nH]cc4c3c1c1nsnc21)c1cncs1,-5.01481537832551,-3.4311896317691,1.58362574655641,CEP,C1=C(c2cncs2)Cc2c1c1nsnc1c1c2oc2ccc3c[nH]cc3c21,0,0.0,386.4610000000001,6,1,5.625200000000002,DFT_B3LYP,0,1,C1=C(c2cncs2)Cc2c1c1nsnc1c1c2oc2ccc3c[nH]cc3c21,test
C1c(ccc1-c1sc(-c2scc3ccoc23)c2cc[nH]c12)-c1[SiH2]ccc1,-4.52698562748814,-3.25716107861313,1.26982454887501,CEP,C1=C[SiH2]C(C2=CC=C(c3sc(-c4scc5ccoc45)c4cc[nH]c34)C2)=C1,0,0.0,389.5770000000001,4,3,5.997600000000004,DFT_B3LYP,0,4,C1=C[SiH2]C(C2=CC=C(c3sc(-c4scc5ccoc45)c4cc[nH]c34)C2)=C1,val
C1C=c2c3ccoc3c3[nH]c4cc(-c5cccc6cscc56)c5ccccc5c4c3c2=C1,-4.84762382751196,-2.68590418753695,2.16171963997501,CEP,C1=c2c(c3c([nH]c4cc(-c5cccc6cscc56)c5ccccc5c43)c3occc23)=CC1,0,0.0,427.5280000000002,7,1,7.066900000000004,DFT_B3LYP,0,0,C1=c2c(c3c([nH]c4cc(-c5cccc6cscc56)c5ccccc5c43)c3occc23)=CC1,test
[SiH2]1C=c2c3C=C[SiH2]c3c3oc4cc(-c5ncncn5)c5cocc5c4c3c2=C1,-5.26740994368563,-3.91384790334308,1.35356204034255,CEP,C1=Cc2c(c3oc4cc(-c5ncncn5)c5cocc5c4c3c3c2=C[SiH2]C=3)[SiH2]1,0,0.0,395.5260000000002,5,1,0.6209999999999993,DFT_B3LYP,0,1,C1=Cc2c(c3oc4cc(-c5ncncn5)c5cocc5c4c3c3c2=C[SiH2]C=3)[SiH2]1,test
C1C=c2c3C=CCc3c3c4nsnc4c4cc(cnc4c3c2=C1)-c1ccc[nH]1,-4.99829250399619,-3.49612269204809,1.5021698119481,CEP,C1=Cc2c(c3c4nsnc4c4cc(-c5ccc[nH]5)cnc4c3c3c2=CCC=3)C1,0,0.0,378.4600000000002,5,1,3.921800000000004,DFT_B3LYP,0,1,C1=Cc2c(c3c4nsnc4c4cc(-c5ccc[nH]5)cnc4c3c3c2=CCC=3)C1,train
[SiH2]1C=c2c(cc3ncc4c([nH]c5ccc6c[nH]cc6c45)c3c2=C1)-c1ccccn1,-5.03044571357727,-3.337873878563,1.69257183501427,CEP,C1=c2c(-c3ccccn3)cc3ncc4c([nH]c5ccc6c[nH]cc6c54)c3c2=C[SiH2]1,0,0.0,388.50600000000014,6,1,3.071000000000001,DFT_B3LYP,0,0,C1=c2c(-c3ccccn3)cc3ncc4c([nH]c5ccc6c[nH]cc6c54)c3c2=C[SiH2]1,train
C1C=CC2=C1C=C(C2)c1cc2c3nsnc3ccc2cn1,-5.21332176283466,-3.41621272917169,1.79710903366297,CEP,C1=CC2=C(C=C(c3cc4c(ccc5nsnc54)cn3)C2)C1,0,0.0,289.36300000000006,3,1,4.283100000000002,DFT_B3LYP,0,3,C1=CC2=C(C=C(c3cc4c(ccc5nsnc54)cn3)C2)C1,train
c1cc2c(sc(-c3ccc(-c4ncncn4)c4nsnc34)c2s1)-c1cncs1,-5.52463864013422,-4.0795052419577,1.44513339817652,CEP,c1ncnc(-c2ccc(-c3sc(-c4cncs4)c4ccsc34)c3nsnc23)n1,0,0.0,436.5720000000001,6,3,5.610000000000001,DFT_B3LYP,0,0,c1ncnc(-c2ccc(-c3sc(-c4cncs4)c4ccsc34)c3nsnc23)n1,test
C1C=Cc2csc(c12)-c1cc2[se]c3c(cnc4cc[se]c34)c2c2cocc12,-5.40656786920139,-3.13826175017143,2.26830611902996,CEP,C1=Cc2csc(-c3cc4[se]c5c(cnc6cc[se]c65)c4c4cocc34)c2C1,0,0.0,495.3230000000002,6,1,5.699200000000004,DFT_B3LYP,0,1,C1=Cc2csc(-c3cc4[se]c5c(cnc6cc[se]c65)c4c4cocc34)c2C1,train
[SiH2]1C=Cc2ncc3c(ncc4cc(-c5nccs5)c5cscc5c34)c12,-5.76384643506871,-3.5930471706441,2.17079926442461,CEP,C1=Cc2ncc3c(ncc4cc(-c5nccs5)c5cscc5c43)c2[SiH2]1,0,0.0,373.5380000000001,5,1,3.8996000000000026,DFT_B3LYP,0,1,C1=Cc2ncc3c(ncc4cc(-c5nccs5)c5cscc5c43)c2[SiH2]1,train
[SiH2]1C=Cc2c1c1cc3oc(cc3cc1c1cscc21)-c1ccccn1,-5.35562788942895,-3.1181128243979,2.23751506503105,CEP,C1=Cc2c(c3cc4oc(-c5ccccn5)cc4cc3c3cscc23)[SiH2]1,0,0.0,355.494,5,1,4.641100000000003,DFT_B3LYP,0,1,C1=Cc2c(c3cc4oc(-c5ccccn5)cc4cc3c3cscc23)[SiH2]1,train
[SiH2]1C=Cc2ncc3c4oc(cc4c4ccccc4c3c12)-c1cccc2cscc12,-5.36424223668531,-3.10642674222005,2.25781549446526,CEP,C1=Cc2ncc3c4oc(-c5cccc6cscc56)cc4c4ccccc4c3c2[SiH2]1,0,0.0,405.55400000000014,6,1,5.794300000000004,DFT_B3LYP,0,1,C1=Cc2ncc3c4oc(-c5cccc6cscc56)cc4c4ccccc4c3c2[SiH2]1,train
C1cc2c(ccc(-c3cccnc3)c2c1)-c1ccc(cc1)-c1scc2sccc12,-5.18602352759149,-3.22165904058127,1.96436448701022,CEP,C1=c2c(-c3ccc(-c4scc5sccc45)cc3)ccc(-c3cccnc3)c2=CC1,0,0.0,407.56300000000016,5,3,6.323500000000005,DFT_B3LYP,0,0,C1=c2c(-c3ccc(-c4scc5sccc45)cc3)ccc(-c3cccnc3)c2=CC1,train
c1occ2c1c1cc(cnc1c1c3cscc3c3ccncc3c21)-c1cncc2nsnc12,-5.60677777716897,-4.0373083406246,1.56946943654437,CEP,c1cc2c3cscc3c3c4ncc(-c5cncc6nsnc56)cc4c4cocc4c3c2cn1,0,0.0,461.5310000000002,8,1,6.963800000000002,DFT_B3LYP,0,0,c1cc2c3cscc3c3c4ncc(-c5cncc6nsnc56)cc4c4cocc4c3c2cn1,train
C1c2cc(-c3ccccn3)c3cocc3c2-c2[nH]c3ccncc3c12,-5.10740315622311,-3.09957369813225,2.00782945809086,CEP,c1ccc(-c2cc3c(c4cocc24)-c2[nH]c4ccncc4c2C3)nc1,0,0.0,323.3550000000001,5,1,4.942300000000004,DFT_B3LYP,0,0,c1ccc(-c2cc3c(c4cocc24)-c2[nH]c4ccncc4c2C3)nc1,train
[SiH2]1C=Cc2csc(c12)-c1cc2[se]c3cc4ccc5nsnc5c4cc3c2c2c[nH]cc12,-5.26380718543782,-3.25450754122116,2.00929964421666,CEP,C1=Cc2csc(-c3cc4[se]c5cc6ccc7nsnc7c6cc5c4c4c[nH]cc34)c2[SiH2]1,0,0.0,514.5690000000002,7,1,5.196100000000003,DFT_B3LYP,0,1,C1=Cc2csc(-c3cc4[se]c5cc6ccc7nsnc7c6cc5c4c4c[nH]cc34)c2[SiH2]1,train
C1C=c2c3ccoc3c3c(c4[se]c(cc4c4=C[SiH2]C=c34)-c3scc4cc[nH]c34)c2=C1,-4.78934179763496,-3.59694109646612,1.19240070116884,CEP,C1=c2c(c3c4[se]c(-c5scc6cc[nH]c56)cc4c4c(c3c3occc23)=C[SiH2]C=4)=CC1,0,0.0,484.5140000000002,6,1,2.629100000000001,DFT_B3LYP,0,0,C1=c2c(c3c4[se]c(-c5scc6cc[nH]c56)cc4c4c(c3c3occc23)=C[SiH2]C=4)=CC1,train
C1c2cc(ccc2-c2[nH]c3ccsc3c12)-c1scc2occc12,-4.96145662870395,-2.60566423895004,2.35579238975391,CEP,c1cc2c(-c3ccc4c(c3)Cc3c-4[nH]c4ccsc34)scc2o1,0,0.0,333.437,5,1,6.275300000000002,DFT_B3LYP,0,0,c1cc2c(-c3ccc4c(c3)Cc3c-4[nH]c4ccsc34)scc2o1,test
C1C(=Cc2ccccc12)c1cc2c3nsnc3ccc2c2nsnc12,-5.65864726369479,-3.93233805164484,1.72630921204995,CEP,C1=C(c2cc3c(ccc4nsnc43)c3nsnc23)Cc2ccccc21,0,0.0,358.45100000000014,5,1,4.945900000000003,DFT_B3LYP,0,1,C1=C(c2cc3c(ccc4nsnc43)c3nsnc23)Cc2ccccc21,train
c1cc2c3c[nH]cc3c3c(cnc4cc(ccc34)-c3cccc4cscc34)c2s1,-5.30771161242625,-2.82867447241631,2.47903714000994,CEP,c1cc(-c2ccc3c(c2)ncc2c4sccc4c4c[nH]cc4c32)c2cscc2c1,0,0.0,406.5350000000001,7,1,7.965700000000003,DFT_B3LYP,0,0,c1cc(-c2ccc3c(c2)ncc2c4sccc4c4c[nH]cc4c32)c2cscc2c1,train
C1C=Cc2[nH]c3c4oc(cc4c4cscc4c3c12)-c1cccc2=C[SiH2]C=c12,-4.73965337513654,-3.51171556416984,1.2279378109667,CEP,C1=Cc2[nH]c3c4oc(-c5cccc6c5=C[SiH2]C=6)cc4c4cscc4c3c2C1,0,0.0,381.53200000000015,5,1,4.023500000000002,DFT_B3LYP,0,1,C1=Cc2[nH]c3c4oc(-c5cccc6c5=C[SiH2]C=6)cc4c4cscc4c3c2C1,test
C1C=CC=C1c1cc2[nH]c3ccc4c[nH]cc4c3c2c2c[nH]cc12,-4.33961993831425,-2.35090634290268,1.98871359541157,CEP,C1=CCC(c2cc3[nH]c4ccc5c[nH]cc5c4c3c3c[nH]cc23)=C1,0,0.0,309.372,5,1,5.627000000000002,DFT_B3LYP,0,2,C1=CCC(c2cc3[nH]c4ccc5c[nH]cc5c4c3c3c[nH]cc23)=C1,train
[SiH2]1C=c2c(cc3sc4c5cnccc5[se]c4c3c2=C1)-c1cccnc1,-5.55875083942734,-3.74119905673345,1.81755178269389,CEP,C1=c2c(-c3cccnc3)cc3sc4c5cnccc5[se]c4c3c2=C[SiH2]1,0,0.0,419.4430000000001,5,1,2.380100000000001,DFT_B3LYP,0,0,C1=c2c(-c3cccnc3)cc3sc4c5cnccc5[se]c4c3c2=C[SiH2]1,train
C1C=CC=C1c1cc2c3nsnc3c3c([se]c4ccc5=C[SiH2]C=c5c34)c2c2c[nH]cc12,-4.94831172220199,-3.46835311889054,1.47995860331145,CEP,C1=CCC(c2cc3c4nsnc4c4c([se]c5ccc6c(c54)=C[SiH2]C=6)c3c3c[nH]cc23)=C1,0,0.0,496.52900000000017,6,1,3.6909000000000014,DFT_B3LYP,0,2,C1=CCC(c2cc3c4nsnc4c4c([se]c5ccc6c(c54)=C[SiH2]C=6)c3c3c[nH]cc23)=C1,val
C1C=c2c(cc3c(c4ncc5ccncc5c4c4=C[SiH2]C=c34)c2=C1)-c1scc2CC=Cc12,-5.03963833427352,-3.73812113901934,1.30151719525418,CEP,C1=Cc2c(csc2-c2cc3c4c(c5c6cnccc6cnc5c3c3c2=CCC=3)=C[SiH2]C=4)C1,0,0.0,442.61900000000026,5,1,2.857100000000002,DFT_B3LYP,0,1,C1=Cc2c(csc2-c2cc3c4c(c5c6cnccc6cnc5c3c3c2=CCC=3)=C[SiH2]C=4)C1,train
C1C=Cc2c1c1c3ccccc3c3C=C([SiH2]c3c1c1c[nH]cc21)c1scc2C=C[SiH2]c12,-4.90112236562627,-3.12204453135975,1.77907783426652,CEP,C1=Cc2c(c3c4ccccc4c4c(c3c3c[nH]cc23)[SiH2]C(c2scc3c2[SiH2]C=C3)=C4)C1,0,0.0,445.69500000000016,5,1,4.189300000000003,DFT_B3LYP,0,3,C1=Cc2c(c3c4ccccc4c4c(c3c3c[nH]cc23)[SiH2]C(c2scc3c2[SiH2]C=C3)=C4)C1,train
C1C=Cc2c1csc2-c1cc2sccc2c2nsnc12,-5.50622131020239,-3.41258407104534,2.09363723915705,CEP,C1=Cc2c(csc2-c2cc3sccc3c3nsnc23)C1,0,0.0,312.4440000000001,4,1,5.203800000000003,DFT_B3LYP,0,1,C1=Cc2c(csc2-c2cc3sccc3c3nsnc23)C1,train
C1C=Cc2c1csc2-c1cc2sc3c(c4cocc4c4ccc5cscc5c34)c2s1,-5.05846106406297,-3.14175961011207,1.9167014539509,CEP,C1=Cc2c(csc2-c2cc3sc4c5c6cscc6ccc5c5cocc5c4c3s2)C1,0,0.0,456.6380000000002,7,1,9.52789999999999,DFT_B3LYP,0,1,C1=Cc2c(csc2-c2cc3sc4c5c6cscc6ccc5c5cocc5c4c3s2)C1,train
c1cc2c(scc2[nH]1)-c1cnc2c(c1)ncc1c3sccc3c3c[nH]cc3c21,-5.04147311066809,-2.89236738988861,2.14910572077948,CEP,c1cc2c(-c3cnc4c(c3)ncc3c5sccc5c5c[nH]cc5c34)scc2[nH]1,0,0.0,396.50000000000006,7,1,6.688800000000002,DFT_B3LYP,0,0,c1cc2c(-c3cnc4c(c3)ncc3c5sccc5c5c[nH]cc5c34)scc2[nH]1,train
[SiH2]1C=c2c(cc3cc4oc5ccoc5c4cc3c2=C1)-c1cccc2nsnc12,-5.39304894961695,-3.45461798862764,1.93843096098931,CEP,C1=c2c(-c3cccc4nsnc34)cc3cc4oc5ccoc5c4cc3c2=C[SiH2]1,0,0.0,396.50300000000016,6,1,3.6623000000000014,DFT_B3LYP,0,0,C1=c2c(-c3cccc4nsnc34)cc3cc4oc5ccoc5c4cc3c2=C[SiH2]1,test
c1[nH]cc2c1ccc1[nH]c3c(sc4cc(-c5scc6nccnc56)c5cocc5c34)c21,-4.77198201566003,-3.43336593201187,1.33861608364816,CEP,c1cnc2c(-c3cc4sc5c([nH]c6ccc7c[nH]cc7c65)c4c4cocc34)scc2n1,0,0.0,436.5210000000002,8,1,7.435000000000002,DFT_B3LYP,0,0,c1cnc2c(-c3cc4sc5c([nH]c6ccc7c[nH]cc7c65)c4c4cocc34)scc2n1,train
c1cc(oc1-c1ccccc1)-c1ccc(cc1)-c1scc2nccnc12,-5.25532347554162,-3.53043224415726,1.72489123138436,CEP,c1ccc(-c2ccc(-c3ccc(-c4scc5nccnc45)cc3)o2)cc1,0,0.0,354.434,5,3,6.285300000000004,DFT_B3LYP,0,0,c1ccc(-c2ccc(-c3ccc(-c4scc5nccnc45)cc3)o2)cc1,val
c1ncc(s1)-c1cc2c3cscc3c3c4ncccc4c4c[nH]cc4c3c2c2ccccc12,-5.21701433748214,-3.0337464443715,2.18326789311064,CEP,c1ccc2c(c1)c(-c1cncs1)cc1c3cscc3c3c4ncccc4c4c[nH]cc4c3c21,0,0.0,457.5830000000002,8,1,8.513899999999998,DFT_B3LYP,0,0,c1ccc2c(c1)c(-c1cncs1)cc1c3cscc3c3c4ncccc4c4c[nH]cc4c3c21,val
C1ccc2c1c(sc2-c1ccc(cn1)-c1scc2nccnc12)-c1cncs1,-5.38897737309047,-3.69866577115728,1.69031160193319,CEP,C1=Cc2c(-c3ccc(-c4scc5nccnc45)cn3)sc(-c3cncs3)c2C1,0,0.0,416.5560000000001,5,3,6.174600000000004,DFT_B3LYP,0,1,C1=Cc2c(-c3ccc(-c4scc5nccnc45)cn3)sc(-c3cncs3)c2C1,train
c1occ2c1c1ccc3cscc3c1c1c3nsnc3c(cc21)-c1cccc2ccccc12,-5.30925959422535,-3.48972828485533,1.81953130937002,CEP,c1ccc2c(-c3cc4c5cocc5c5ccc6cscc6c5c4c4nsnc34)cccc2c1,0,0.0,458.5670000000002,8,1,8.778799999999997,DFT_B3LYP,0,0,c1ccc2c(-c3cc4c5cocc5c5ccc6cscc6c5c4c4nsnc34)cccc2c1,val
c1[nH]cc2c1ccc1[se]c3c(oc4cc(sc34)-c3cccc4ccccc34)c21,-4.95253561644473,-2.72912377591401,2.22341184053072,CEP,c1ccc2c(-c3cc4oc5c([se]c6ccc7c[nH]cc7c65)c4s3)cccc2c1,0,0.0,442.40100000000007,7,1,7.159200000000003,DFT_B3LYP,0,0,c1ccc2c(-c3cc4oc5c([se]c6ccc7c[nH]cc7c65)c4s3)cccc2c1,train
c1[nH]cc2c1ccc1oc3c4[nH]c(cc4c4nsnc4c3c21)-c1nccc2nsnc12,-5.0474963787119,-3.89833214698904,1.14916423172286,CEP,c1cc2nsnc2c(-c2cc3c4nsnc4c4c(oc5ccc6c[nH]cc6c54)c3[nH]2)n1,0,0.0,439.4850000000001,8,1,5.620000000000001,DFT_B3LYP,0,0,c1cc2nsnc2c(-c2cc3c4nsnc4c4c(oc5ccc6c[nH]cc6c54)c3[nH]2)n1,train
c1cc2cc3c4cscc4c4cc([nH]c4c3cc2o1)-c1scc2[se]ccc12,-5.01798741792271,-2.65743967498966,2.36054774293305,CEP,c1cc2cc3c4cscc4c4cc(-c5scc6[se]ccc56)[nH]c4c3cc2o1,0,0.0,448.4300000000001,7,1,7.220700000000002,DFT_B3LYP,0,0,c1cc2cc3c4cscc4c4cc(-c5scc6[se]ccc56)[nH]c4c3cc2o1,val
C1C=c2ccc3oc4c(c3c2=C1)c1=C[SiH2]C=c1c1cc(ncc41)-c1scc2[nH]ccc12,-4.8866851066027,-3.33325180505061,1.55343330155209,CEP,C1=c2ccc3oc4c5cnc(-c6scc7[nH]ccc67)cc5c5c(c4c3c2=CC1)=C[SiH2]C=5,0,0.0,432.58000000000027,6,1,2.967100000000002,DFT_B3LYP,0,0,C1=c2ccc3oc4c5cnc(-c6scc7[nH]ccc67)cc5c5c(c4c3c2=CC1)=C[SiH2]C=5,train
C1C=c2ccc3ccc4c(cnc5cc(cnc45)-c4cccc5ccccc45)c3c2=C1,-5.39829114855699,-3.17399876074821,2.22429238780878,CEP,C1=c2ccc3ccc4c(cnc5cc(-c6cccc7ccccc67)cnc54)c3c2=CC1,0,0.0,394.47700000000015,6,1,5.721100000000004,DFT_B3LYP,0,0,C1=c2ccc3ccc4c(cnc5cc(-c6cccc7ccccc67)cnc54)c3c2=CC1,train
